;# ---------------------------------- WARNING ----------------------------------------,,,,,
;# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,
;# may not have received Director's approval. Any such data values are qualified,,,,,
;# as provisional and are subject to revision. Provisional data are released on the,,,,,
;# condition that neither the USGS nor the United States Government may be held liable,,,,,
;# for any damages resulting from its use.,,,,,
;#,,,,,
;# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,
;#,,,,,
;# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,
;# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,
;#,,,,,
;# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,
;# retrieved: 2020-12-17 14:48:06 EST       (nadww02),,,,,
;#,,,,,
;# Data for the following 1 site(s) are contained in this file,,,,,
;#    USGS 14184100 NORTH SANTIAM R AT GREENS BRIDGE, NR JEFFERSON, OR,,,
;# -----------------------------------------------------------------------------------,,,,,
;#,,,,,
;# Data provided for site 14184100,,,,,
;#            TS   parameter     Description,,,,,
;#        117099       00010     Temperature, water, degrees Celsius,,,
;#,,,,,
;# Data-value qualification codes included in this output:,,,,,
;#     A  Approved for publication -- Processing and review completed.,,,,,
;# ,,,,,
;USGS_14184100_temp_NORTH SANTIAM R AT GREENS BRIDGE, NR JEFFERSON, OR_23780883 ,,,
day_index,temp_C,Year,Month,Day,Quality
39964,11.185417,2009,6,2,A
39965,13.322917,2009,6,3,A
39966,13.517708,2009,6,4,A
39967,12.110417,2009,6,5,A
39968,11.421875,2009,6,6,A
39969,11.64375,2009,6,7,A
39970,13.09375,2009,6,8,A
39971,13.33125,2009,6,9,A
39972,13.219792,2009,6,10,A
39973,13.65625,2009,6,11,A
39974,14.214583,2009,6,12,A
39975,14.559375,2009,6,13,A
39976,14.80625,2009,6,14,A
39977,15.35,2009,6,15,A
39978,15.619481,2009,6,16,A
39979,15.302083,2009,6,17,A
39980,15.722917,2009,6,18,A
39981,15.985417,2009,6,19,A
39982,14.3,2009,6,20,A
39983,13.832,2009,6,21,A
39984,14.2875,2009,6,22,A
39985,15.58,2009,6,23,A
39986,16.555102,2009,6,24,A
39987,16.035417,2009,6,25,A
39988,15.364583,2009,6,26,A
39989,16.0875,2009,6,27,A
39990,16.760417,2009,6,28,A
39991,16.577083,2009,6,29,A
39992,16.479167,2009,6,30,A
39993,16.720833,2009,7,1,A
39994,17.622917,2009,7,2,A
39995,18.347917,2009,7,3,A
39996,18.391667,2009,7,4,A
39997,18.247917,2009,7,5,A
39998,16.758333,2009,7,6,A
39999,15.8875,2009,7,7,A
40000,15.6125,2009,7,8,A
40001,15.91875,2009,7,9,A
40002,17.375,2009,7,10,A
40003,16.785417,2009,7,11,A
40004,15.697917,2009,7,12,A
40005,14.7625,2009,7,13,A
40006,16.022917,2009,7,14,A
40007,18.0625,2009,7,15,A
40008,18.927083,2009,7,16,A
40009,19.26875,2009,7,17,A
40010,19.135417,2009,7,18,A
40011,18.622917,2009,7,19,A
40012,18.760417,2009,7,20,A
40013,19.295833,2009,7,21,A
40014,18.99375,2009,7,22,A
40015,18.45,2009,7,23,A
40016,18.404167,2009,7,24,A
40017,19.575,2009,7,25,A
40018,20.35,2009,7,26,A
40019,21.46875,2009,7,27,A
40020,23.321918,2009,7,28,A
40021,23.726042,2009,7,29,A
40022,22.03125,2009,7,30,A
40023,20.939583,2009,7,31,A
40024,20.894792,2009,8,1,A
40025,20.936458,2009,8,2,A
40026,20.31875,2009,8,3,A
40027,19.363542,2009,8,4,A
40028,17.439583,2009,8,5,A
40029,15.552083,2009,8,6,A
40030,13.280208,2009,8,7,A
40031,13.946875,2009,8,8,A
40032,16.0625,2009,8,9,A
40033,16.2,2009,8,10,A
40034,16.928125,2009,8,11,A
40035,17.0125,2009,8,12,A
40036,15.747917,2009,8,13,A
40037,14.390625,2009,8,14,A
40038,13.894792,2009,8,15,A
40039,15.08125,2009,8,16,A
40040,16.352083,2009,8,17,A
40041,17.353125,2009,8,18,A
40042,17.796875,2009,8,19,A
40043,17.707292,2009,8,20,A
40044,16.232292,2009,8,21,A
40045,16.258333,2009,8,22,A
40046,16.029167,2009,8,23,A
40047,15.675,2009,8,24,A
40048,15.270833,2009,8,25,A
40049,15.529167,2009,8,26,A
40050,16.376042,2009,8,27,A
40051,15.369792,2009,8,28,A
40052,14.810417,2009,8,29,A
40053,15.569792,2009,8,30,A
40054,16.495833,2009,8,31,A
40055,16.5625,2009,9,1,A
40056,16.011458,2009,9,2,A
40057,16.16875,2009,9,3,A
40058,15.51875,2009,9,4,A
40059,14.479167,2009,9,5,A
40060,13.794792,2009,9,6,A
40061,13.921875,2009,9,7,A
40062,14.376042,2009,9,8,A
40063,15.041667,2009,9,9,A
40064,15.861458,2009,9,10,A
40065,16.445833,2009,9,11,A
40066,16.833333,2009,9,12,A
40067,16.032292,2009,9,13,A
40068,15.766667,2009,9,14,A
40069,15.9875,2009,9,15,A
40070,15.661458,2009,9,16,A
40071,15.771875,2009,9,17,A
40072,15.432292,2009,9,18,A
40073,14.816667,2009,9,19,A
40074,14.201042,2009,9,20,A
40075,14.532292,2009,9,21,A
40076,14.89375,2009,9,22,A
40077,14.632292,2009,9,23,A
40078,13.614583,2009,9,24,A
40079,12.980208,2009,9,25,A
40080,12.664583,2009,9,26,A
40081,12.436458,2009,9,27,A
40082,11.969792,2009,9,28,A
40083,11.616667,2009,9,29,A
40084,11.29375,2009,9,30,A
40085,12.083333,2009,10,1,A
40086,12.141667,2009,10,2,A
40087,11.509375,2009,10,3,A
40088,11.038542,2009,10,4,A
40089,11.01875,2009,10,5,A
40090,11.429167,2009,10,6,A
40091,11.611458,2009,10,7,A
40092,11.628125,2009,10,8,A
40093,11.734375,2009,10,9,A
40094,11.579167,2009,10,10,A
40095,11.194792,2009,10,11,A
40096,10.994792,2009,10,12,A
40097,11.378125,2009,10,13,A
40098,12.782292,2009,10,14,A
40099,13.084375,2009,10,15,A
40100,13.573958,2009,10,16,A
40101,13.457292,2009,10,17,A
40102,13.157292,2009,10,18,A
40103,13.034375,2009,10,19,A
40104,12.379167,2009,10,20,A
40105,12.654167,2009,10,21,A
40106,12.804167,2009,10,22,A
40107,12.784375,2009,10,23,A
40108,12.5,2009,10,24,A
40109,11.822917,2009,10,25,A
40110,12.540625,2009,10,26,A
40111,11.275,2009,10,27,A
40112,10.002083,2009,10,28,A
40113,8.878125,2009,10,29,A
40114,10.030208,2009,10,30,A
40115,11.509375,2009,10,31,A
40116,10.908,2009,11,1,A
40117,10.291667,2009,11,2,A
40118,10.334375,2009,11,3,A
40119,10.678125,2009,11,4,A
40120,10.988542,2009,11,5,A
40121,10.966667,2009,11,6,A
40122,10.302083,2009,11,7,A
40123,10.047917,2009,11,8,A
40124,9.801042,2009,11,9,A
40125,10.302083,2009,11,10,A
40126,10.126042,2009,11,11,A
40127,9.548958,2009,11,12,A
40128,9.3875,2009,11,13,A
40129,9.270833,2009,11,14,A
