;# ---------------------------------- WARNING ----------------------------------------,,,,,
;# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,
;# may not have received Director's approval. Any such data values are qualified,,,,,
;# as provisional and are subject to revision. Provisional data are released on the,,,,,
;# condition that neither the USGS nor the United States Government may be held liable,,,,,
;# for any damages resulting from its use.,,,,,
;#,,,,,
;# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,
;#,,,,,
;# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,
;# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,
;#,,,,,
;# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,
;# retrieved: 2020-12-17 14:51:21 EST       (nadww02),,,,,
;#,,,,,
;# Data for the following 1 site(s) are contained in this file,,,,,
;#    USGS 14178000 NO SANTIAM R BLW BOULDER CRK, NR DETROIT, OR,,,
;# -----------------------------------------------------------------------------------,,,,,
;#,,,,,
;# Data provided for site 14178000,,,,,
;#            TS   parameter     Description,,,,,
;#        117051       00010     Temperature, water, degrees Celsius,,,
;#,,,,,
;# Data-value qualification codes included in this output:,,,,,
;#     A  Approved for publication -- Processing and review completed.,,,,,
;# ,,,,,
;USGS_14178000_temp_NO SANTIAM R BLW BOULDER CRK, NR DETROIT, OR_23780591 ,,,
day_index,temp_C,Year,Month,Day,Quality
39354,8.471739,2007,10,1,A
39355,8.639583,2007,10,2,A
39356,8.470833,2007,10,3,A
39357,7.597917,2007,10,4,A
39358,7.495833,2007,10,5,A
39359,7.245833,2007,10,6,A
39360,8.252083,2007,10,7,A
39361,9.116667,2007,10,8,A
39362,8.5625,2007,10,9,A
39363,8.66875,2007,10,10,A
39364,7.888889,2007,10,11,A
39365,8.239583,2007,10,12,A
39366,8.335417,2007,10,13,A
39367,7.714583,2007,10,14,A
39368,8.133333,2007,10,15,A
39369,7.80625,2007,10,16,A
39370,7.083333,2007,10,17,A
39371,7.060417,2007,10,18,A
39372,8.029167,2007,10,19,A
39373,6.320833,2007,10,20,A
39374,6.708333,2007,10,21,A
39375,6.6875,2007,10,22,A
39376,7.077083,2007,10,23,A
39377,7.360417,2007,10,24,A
39378,6.697917,2007,10,25,A
39379,5.458333,2007,10,26,A
39380,5.31875,2007,10,27,A
39381,5.816667,2007,10,28,A
39382,6.254167,2007,10,29,A
39383,7.058333,2007,10,30,A
39384,5.35,2007,10,31,A
39385,5.516667,2007,11,1,A
39386,5.222917,2007,11,2,A
39387,4.772917,2007,11,3,A
39388,5.216,2007,11,4,A
39389,5.41875,2007,11,5,A
39390,5.314583,2007,11,6,A
39391,5.326087,2007,11,7,A
39392,5.560417,2007,11,8,A
39393,5.991667,2007,11,9,A
39394,6.877083,2007,11,10,A
39395,6.029167,2007,11,11,A
39396,5.725,2007,11,12,A
39397,5.908333,2007,11,13,A
39398,5.060417,2007,11,14,A
39399,6.61875,2007,11,15,A
39400,7.035417,2007,11,16,A
39401,7.435417,2007,11,17,A
39402,6.760417,2007,11,18,A
39403,5.429167,2007,11,19,A
39404,5.147917,2007,11,20,A
39405,4.633333,2007,11,21,A
39406,3.947917,2007,11,22,A
39407,3.445833,2007,11,23,A
39408,3.814583,2007,11,24,A
39409,3.735417,2007,11,25,A
39410,3.44375,2007,11,26,A
39411,3.891667,2007,11,27,A
39412,3.627083,2007,11,28,A
39413,3.610417,2007,11,29,A
39414,3.98125,2007,11,30,A
39415,3.695833,2007,12,1,A
39416,3.270833,2007,12,2,A
39417,4.508333,2007,12,3,A
39418,5.24375,2007,12,4,A
39419,5.447917,2007,12,5,A
39420,5.389583,2007,12,6,A
39421,5.241304,2007,12,7,A
39422,4.570833,2007,12,8,A
39423,3.695833,2007,12,9,A
39424,3.922917,2007,12,10,A
39425,3.24375,2007,12,11,A
39426,4.185417,2007,12,12,A
39427,3.739583,2007,12,13,A
39428,3.722917,2007,12,14,A
39429,4.266667,2007,12,15,A
39430,4.075,2007,12,16,A
39431,3.935417,2007,12,17,A
39432,4.266667,2007,12,18,A
39433,4.252083,2007,12,19,A
39434,3.454167,2007,12,20,A
39435,3.522917,2007,12,21,A
39436,3.333333,2007,12,22,A
39437,3.960417,2007,12,23,A
39438,3.597917,2007,12,24,A
39439,3.308333,2007,12,25,A
39440,3.083333,2007,12,26,A
39441,2.91875,2007,12,27,A
39442,2.8375,2007,12,28,A
39443,3.6375,2007,12,29,A
39444,2.789583,2007,12,30,A
39445,2.541667,2007,12,31,A
39446,2.658333,2008,1,1,A
39447,3.3875,2008,1,2,A
39448,3.833333,2008,1,3,A
39449,4.00625,2008,1,4,A
39450,3.2875,2008,1,5,A
39451,2.814583,2008,1,6,A
39452,2.75,2008,1,7,A
39453,1.983333,2008,1,8,A
39454,2.697826,2008,1,9,A
39455,3.270833,2008,1,10,A
39456,3.741667,2008,1,11,A
39457,4.147917,2008,1,12,A
39458,3.94375,2008,1,13,A
39459,3.847917,2008,1,14,A
39460,3.379167,2008,1,15,A
39461,2.735417,2008,1,16,A
39462,2.570833,2008,1,17,A
39463,3.439583,2008,1,18,A
39464,3.2875,2008,1,19,A
39465,3.583333,2008,1,20,A
39466,1.745833,2008,1,21,A
39467,0.90625,2008,1,22,A
39468,1.41875,2008,1,23,A
39469,1.577083,2008,1,24,A
39470,1.339583,2008,1,25,A
39471,2.327083,2008,1,26,A
39472,2.083333,2008,1,27,A
39473,2.35,2008,1,28,A
39474,1.625,2008,1,29,A
39475,1.691667,2008,1,30,A
39476,1.622917,2008,1,31,A
39477,2.054167,2008,2,1,A
39478,1.614583,2008,2,2,A
39479,2.535417,2008,2,3,A
39480,2.833333,2008,2,4,A
39481,3.064583,2008,2,5,A
39482,2.920833,2008,2,6,A
39483,2.245833,2008,2,7,A
39484,3.0875,2008,2,8,A
39485,3.589583,2008,2,9,A
39486,3.683333,2008,2,10,A
39487,3.864583,2008,2,11,A
39488,3.816667,2008,2,12,A
39489,3.875,2008,2,13,A
39490,3.589583,2008,2,14,A
39491,3.514583,2008,2,15,A
39492,3.69375,2008,2,16,A
39493,3.29375,2008,2,17,A
39494,3.397917,2008,2,18,A
39495,3.645833,2008,2,19,A
39496,4.3,2008,2,20,A
39497,4.052083,2008,2,21,A
39498,4.0625,2008,2,22,A
39499,4.241667,2008,2,23,A
39500,4.314583,2008,2,24,A
39501,4.48125,2008,2,25,A
39502,4.31875,2008,2,26,A
39503,4.306522,2008,2,27,A
39504,4.110417,2008,2,28,A
39505,4.502083,2008,2,29,A
39506,3.81875,2008,3,1,A
39507,4.102083,2008,3,2,A
39508,3.864583,2008,3,3,A
39509,4.197917,2008,3,4,A
39510,3.627083,2008,3,5,A
39511,3.7375,2008,3,6,A
39512,3.941667,2008,3,7,A
39513,4.516667,2008,3,8,A
39514,4.295652,2008,3,9,A
39515,4.679167,2008,3,10,A
39516,4.672917,2008,3,11,A
39517,4.4125,2008,3,12,A
39518,4.433333,2008,3,13,A
39519,3.9625,2008,3,14,A
39520,4.108333,2008,3,15,A
