;# ---------------------------------- WARNING ----------------------------------------
;# Some of the data that you have obtained from this U.S. Geological Survey database
;# may not have received Director's approval. Any such data values are qualified
;# as provisional and are subject to revision. Provisional data are released on the
;# condition that neither the USGS nor the United States Government may be held liable
;# for any damages resulting from its use.
;#
;# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
;#
;# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
;# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
;#
;# Contact:   gs-w_support_nwisweb@usgs.gov
;# retrieved: 2021-04-06 15:25:03 EDT       (nadww02)
;#
;# Data for the following 1 site(s) are contained in this file
;#    USGS 14211010 CLACKAMAS RIVER NEAR OREGON CITY, OR
;# -----------------------------------------------------------------------------------
;#
;# Data provided for site 14211010
;#            TS   parameter     Description
;#        171448       00010     Temperature, water, degrees Celsius
;#
;# Data-value qualification codes included in this output:
;#     A  Approved for publication -- Processing and review completed.
;#     P  Provisional data subject to revision.
;# 
;USGS 14211010_temp_CLACKAMAS RIVER NEAR OREGON CITY, OR_23809000 
day_index,temp_C,Year,Month,Day,Quality
39354,12.458696,2007,10,1,A
39355,12.441667,2007,10,2,A
39356,12.225000,2007,10,3,A
39357,11.610417,2007,10,4,A
39358,11.350000,2007,10,5,A
39359,11.135417,2007,10,6,A
39360,11.687500,2007,10,7,A
39361,12.106250,2007,10,8,A
39362,11.714583,2007,10,9,A
39363,11.662500,2007,10,10,A
39364,11.510417,2007,10,11,A
39365,11.716667,2007,10,12,A
39366,12.287500,2007,10,13,A
39367,12.070833,2007,10,14,A
39368,12.010417,2007,10,15,A
39369,11.118750,2007,10,16,A
39370,10.700000,2007,10,17,A
39371,10.920833,2007,10,18,A
39372,11.147917,2007,10,19,A
39373,9.808333,2007,10,20,A
39374,9.687500,2007,10,21,A
39375,9.506250,2007,10,22,A
39376,9.516667,2007,10,23,A
39377,9.408333,2007,10,24,A
39378,9.066667,2007,10,25,A
39379,8.550000,2007,10,26,A
39380,8.568750,2007,10,27,A
39381,8.818750,2007,10,28,A
39382,8.760465,2007,10,29,A
39383,8.802083,2007,10,30,A
39384,8.004167,2007,10,31,A
39385,8.379167,2007,11,1,A
39386,7.729167,2007,11,2,A
39387,7.681250,2007,11,3,A
39388,7.864000,2007,11,4,A
39389,8.493750,2007,11,5,A
39390,7.822917,2007,11,6,A
39391,7.795833,2007,11,7,A
39392,7.718750,2007,11,8,A
39393,7.883333,2007,11,9,A
39394,8.458333,2007,11,10,A
39395,7.985417,2007,11,11,A
39396,7.820833,2007,11,12,A
39397,7.714583,2007,11,13,A
39398,6.970833,2007,11,14,A
39399,7.733333,2007,11,15,A
39400,8.295833,2007,11,16,A
39401,8.177083,2007,11,17,A
39402,8.266667,2007,11,18,A
39403,8.177083,2007,11,19,A
39404,7.222917,2007,11,20,A
39405,6.333333,2007,11,21,A
39406,5.822917,2007,11,22,A
39407,5.316667,2007,11,23,A
39408,4.933333,2007,11,24,A
39409,4.787500,2007,11,25,A
39410,3.895833,2007,11,26,A
39411,4.518750,2007,11,27,A
39412,4.406250,2007,11,28,A
39413,4.775556,2007,11,29,A
39414,4.902083,2007,11,30,A
39415,4.887500,2007,12,1,A
39416,5.437500,2007,12,2,A
39417,6.395833,2007,12,3,A
39418,7.133333,2007,12,4,A
39419,7.195833,2007,12,5,A
39420,7.241667,2007,12,6,A
39421,6.950000,2007,12,7,A
39422,6.518750,2007,12,8,A
39423,5.683333,2007,12,9,A
39424,5.529167,2007,12,10,A
39425,4.585417,2007,12,11,A
39426,4.720833,2007,12,12,A
39427,4.637500,2007,12,13,A
39428,4.520833,2007,12,14,A
39429,4.958333,2007,12,15,A
39430,4.852083,2007,12,16,A
39431,5.127083,2007,12,17,A
39432,5.504167,2007,12,18,A
39433,5.662500,2007,12,19,A
39434,5.739583,2007,12,20,A
39435,5.541667,2007,12,21,A
39436,5.425000,2007,12,22,A
39437,5.814583,2007,12,23,A
39438,5.927083,2007,12,24,A
39439,5.575000,2007,12,25,A
39440,5.406250,2007,12,26,A
39441,4.991667,2007,12,27,A
39442,5.256250,2007,12,28,A
39443,5.439583,2007,12,29,A
39444,5.016667,2007,12,30,A
39445,4.743750,2007,12,31,A
39446,4.743750,2008,1,1,A
39447,4.810417,2008,1,2,A
39448,5.160417,2008,1,3,A
39449,5.264583,2008,1,4,A
39450,5.104167,2008,1,5,A
39451,5.060417,2008,1,6,A
39452,5.206818,2008,1,7,A
39453,5.052083,2008,1,8,A
39454,5.093750,2008,1,9,A
