;# ---------------------------------- WARNING ----------------------------------------,,,,,
;# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,
;# may not have received Director's approval. Any such data values are qualified,,,,,
;# as provisional and are subject to revision. Provisional data are released on the,,,,,
;# condition that neither the USGS nor the United States Government may be held liable,,,,,
;# for any damages resulting from its use.,,,,,
;#,,,,,
;# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,
;#,,,,,
;# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,
;# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,
;#,,,,,
;# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,
;# retrieved: 2020-10-09 12:51:53 EDT       (nadww02),,,,,
;#,,,,,
;# Data for the following 1 site(s) are contained in this file,,,,,
;#    USGS 14158790 SMITH RIVER ABV SMITH R RESV,NR BELKNAP SPRNGS,OR,,,
;# -----------------------------------------------------------------------------------,,,,,
;#,,,,,
;# Data provided for site 14158790,,,,,
;#            TS   parameter     Description,,,,,
;#        212635       00010     Temperature, water, degrees Celsius,,,
;#,,,,,
;# Data-value qualification codes included in this output:,,,,,
;#     A  Approved for publication -- Processing and review completed.,,,,,
;#     P  Provisional data subject to revision.,,,,,
;# ,,,,,
;USGS_14158790_temp_SMITH RIVER ABV SMITH R RESV NR BELKNAP SPRINGS_23773393 ,,,,,
day_index,Q_cfs,Year,Month,Day,Quality
42927,14.241463,2017,7,13,A
42928,13.301042,2017,7,14,A
42929,13.595833,2017,7,15,A
42930,13.239583,2017,7,16,A
42931,12.667708,2017,7,17,A
42932,12.766667,2017,7,18,A
42933,12.948958,2017,7,19,A
42934,12.921875,2017,7,20,A
42935,12.684375,2017,7,21,A
42936,13.25625,2017,7,22,A
42937,14.777083,2017,7,23,A
42938,15.30625,2017,7,24,A
42939,15.644792,2017,7,25,A
42940,15.639583,2017,7,26,A
42941,14.994792,2017,7,27,A
42942,14.740625,2017,7,28,A
42943,14.441667,2017,7,29,A
42944,14.465625,2017,7,30,A
42945,14.7375,2017,7,31,A
42946,15.352083,2017,8,1,A
42947,15.58125,2017,8,2,A
42948,15.673958,2017,8,3,A
42949,15.655208,2017,8,4,A
42950,15.432292,2017,8,5,A
42951,14.665625,2017,8,6,A
42952,15.596875,2017,8,7,A
42953,16.302083,2017,8,8,A
42954,16.33125,2017,8,9,A
42955,16.425,2017,8,10,A
42956,16.75625,2017,8,11,A
42957,16.821875,2017,8,12,A
42958,15.544792,2017,8,13,A
42959,13.839583,2017,8,14,A
42960,13.405208,2017,8,15,A
42961,13.439583,2017,8,16,A
42962,13.771875,2017,8,17,A
42963,13.807292,2017,8,18,A
42964,13.732292,2017,8,19,A
42965,13.452083,2017,8,20,A
42966,13.605208,2017,8,21,A
42967,13.953125,2017,8,22,A
42968,14.470833,2017,8,23,A
42969,14.621875,2017,8,24,A
42970,13.388542,2017,8,25,A
42971,13.178125,2017,8,26,A
42972,13.610417,2017,8,27,A
42973,14.510417,2017,8,28,A
42974,14.502083,2017,8,29,A
42975,14.182292,2017,8,30,A
42976,13.780645,2017,8,31,A
42977,14.05625,2017,9,1,A
42978,14.425,2017,9,2,A
42979,14.964583,2017,9,3,A
42980,14.846875,2017,9,4,A
42981,15.575,2017,9,5,A
42982,15.755208,2017,9,6,A
42983,15.765625,2017,9,7,A
42984,15.65625,2017,9,8,A
42985,15.588542,2017,9,9,A
42986,14.719792,2017,9,10,A
42987,14.072917,2017,9,11,A
42988,14.084375,2017,9,12,A
42989,13.744792,2017,9,13,A
42990,12.447917,2017,9,14,A
42991,11.303125,2017,9,15,A
42992,10.919792,2017,9,16,A
42993,10.909375,2017,9,17,A
42994,10.485417,2017,9,18,A
42995,8.901042,2017,9,19,A
42996,8.666667,2017,9,20,A
42997,8.038542,2017,9,21,A
42998,7.894792,2017,9,22,A
42999,8.111458,2017,9,23,A
43000,8.026042,2017,9,24,A
43001,8.821875,2017,9,25,A
43002,9.301042,2017,9,26,A
43003,9.634375,2017,9,27,A
43004,9.73125,2017,9,28,A
43005,9.991667,2017,9,29,A
43006,9.519792,2017,9,30,A
43007,9.060417,2017,10,1,A
43008,8.098958,2017,10,2,A
43009,7.107292,2017,10,3,A
43010,6.53125,2017,10,4,A
43011,6.429167,2017,10,5,A
43012,6.672917,2017,10,6,A
43013,7.580208,2017,10,7,A
43014,7.55625,2017,10,8,A
43015,6.404167,2017,10,9,A
43016,6.242708,2017,10,10,A
43017,6.235417,2017,10,11,A
43018,5.282292,2017,10,12,A
43019,5.144792,2017,10,13,A
43020,4.957292,2017,10,14,A
43021,4.93125,2017,10,15,A
43022,5.0875,2017,10,16,A
43023,5.5625,2017,10,17,A
43024,6.504167,2017,10,18,A
43025,6.760417,2017,10,19,A
43026,5.705208,2017,10,20,A
43027,5.6,2017,10,21,A
43028,6.715625,2017,10,22,A
43029,6.56875,2017,10,23,A
43030,6.659375,2017,10,24,A
43031,6.780208,2017,10,25,A
43032,7.096875,2017,10,26,A
43033,6.9625,2017,10,27,A
43034,7.064583,2017,10,28,A
43035,6.988542,2017,10,29,A
43036,6.345833,2017,10,30,A
43037,4.9625,2017,10,31,A
43038,5.248958,2017,11,1,A
43039,5.96875,2017,11,2,A
43040,4.7625,2017,11,3,A
43041,4.341667,2017,11,4,A
43042,2.756,2017,11,5,A
43043,3.091667,2017,11,6,A
43044,3.135417,2017,11,7,A
43045,3.60625,2017,11,8,A
43046,3.907292,2017,11,9,A
43047,4.571875,2017,11,10,A
43048,5.061458,2017,11,11,A
43049,5.133333,2017,11,12,A
43050,4.9875,2017,11,13,A
43051,4.6875,2017,11,14,A
43052,4.805208,2017,11,15,A
43053,4.033333,2017,11,16,A
43054,3.986458,2017,11,17,A
43055,3.96875,2017,11,18,A
43056,3.602083,2017,11,19,A
43057,4.355208,2017,11,20,A
43058,5.126042,2017,11,21,A
43059,5.457292,2017,11,22,A
43060,5.751042,2017,11,23,A
43061,4.989583,2017,11,24,A
43062,4.76875,2017,11,25,A
43063,5.40625,2017,11,26,A
43064,4.833333,2017,11,27,A
43065,4.229167,2017,11,28,A
43066,4.070833,2017,11,29,A
43067,4.005208,2017,11,30,A
43068,4.342708,2017,12,1,A
43069,4.002083,2017,12,2,A
43070,3.378125,2017,12,3,A
43071,2.997917,2017,12,4,A
43072,2.603125,2017,12,5,A
43073,2.834375,2017,12,6,A
43074,2.375,2017,12,7,A
43075,2.416667,2017,12,8,A
43076,2.648958,2017,12,9,A
43077,2.372917,2017,12,10,A
43078,2.0875,2017,12,11,A
43079,2.229167,2017,12,12,A
43080,2.666316,2017,12,13,A
43081,2.579167,2017,12,14,A
43082,2.95,2017,12,15,A
43083,3.011458,2017,12,16,A
43084,2.871875,2017,12,17,A
43085,3.1375,2017,12,18,A
43086,3.015625,2017,12,19,A
43087,1.832292,2017,12,20,A
43088,1.414583,2017,12,21,A
43089,1.90625,2017,12,22,A
43090,1.625,2017,12,23,A
43091,1.519792,2017,12,24,A
