;# ---------------------------------- WARNING ----------------------------------------,,,,,
;# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,
;# may not have received Director's approval. Any such data values are qualified,,,,,
;# as provisional and are subject to revision. Provisional data are released on the,,,,,
;# condition that neither the USGS nor the United States Government may be held liable,,,,,
;# for any damages resulting from its use.,,,,,
;#,,,,,
;# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,
;#,,,,,
;# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,
;# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,
;#,,,,,
;# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,
;# retrieved: 2020-10-11 18:27:10 EDT       (nadww02),,,,,
;#,,,,,
;# Data for the following 1 site(s) are contained in this file,,,,,
;#    USGS 14158798 SMITH RIVER ABV TRAIL BRDG RESV NR BELKNAP SPRINGS,,,,,
;# -----------------------------------------------------------------------------------,,,,,
;#,,,,,
;# Data provided for site 14158798,,,,,
;#            TS   parameter     Description,,,,,
;#        227516       00060     Discharge, cubic feet per second,,,,
;#,,,,,
;# Data-value qualification codes included in this output:,,,,,
;#     A  Approved for publication -- Processing and review completed.,,,,,
;#     P  Provisional data subject to revision.,,,,,
;#     R  Records for these data have been revised. [https://nwis.waterdata.usgs.gov/usa/nwis/revision/?site_no=14158798&ts_ids=227516],,,,,
;# ,,,,,
;USGS_14158798_flow_SMITH RIVER ABV TRAIL BRDG RESV NR BELKNAP SPRINGS_23773387 ,,,,,
day_index,Q_cfs,Year,Month,Day,Quality
42955,8.8,2017,8,10,A:R
42956,8.864583,2017,8,11,A:R
42957,8.770833,2017,8,12,A:R
42958,8.802083,2017,8,13,A:R
42959,8.71875,2017,8,14,A:R
42960,8.5875,2017,8,15,A:R
42961,8.525,2017,8,16,A:R
42962,8.489583,2017,8,17,A:R
42963,8.420833,2017,8,18,A:R
42964,8.388542,2017,8,19,A:R
42965,8.324375,2017,8,20,A:R
42966,8.294583,2017,8,21,A:R
42967,8.225833,2017,8,22,A:R
42968,8.202917,2017,8,23,A:R
42969,8.1625,2017,8,24,A:R
42970,8.10125,2017,8,25,A:R
42971,7.965625,2017,8,26,A:R
42972,7.910938,2017,8,27,A:R
42973,7.8825,2017,8,28,A:R
42974,7.810312,2017,8,29,A:R
42975,7.749583,2017,8,30,A:R
42976,7.735,2017,8,31,A:R
42977,7.753958,2017,9,1,A:R
42978,7.674583,2017,9,2,A:R
42979,7.524583,2017,9,3,A:R
42980,7.480833,2017,9,4,A:R
42981,7.46625,2017,9,5,A:R
42982,7.489167,2017,9,6,A:R
42983,7.755625,2017,9,7,A:R
42984,7.826875,2017,9,8,A:R
42985,7.655833,2017,9,9,A:R
42986,7.49125,2017,9,10,A:R
42987,258.87,2017,9,11,A:R
42988,381.229167,2017,9,12,A:R
42989,256.496875,2017,9,13,A:R
42990,154.958333,2017,9,14,A:R
42991,110.70625,2017,9,15,A:R
42992,46.994792,2017,9,16,A:R
42993,69.370833,2017,9,17,A:R
42994,50.848958,2017,9,18,A:R
42995,19.779167,2017,9,19,A:R
42996,19.776042,2017,9,20,A:R
42997,11.310625,2017,9,21,A:R
42998,21.989688,2017,9,22,A:R
42999,17.141667,2017,9,23,A:R
43000,16.620833,2017,9,24,A:R
43001,15.397917,2017,9,25,A:R
43002,14.209375,2017,9,26,A:R
43003,11.300521,2017,9,27,A:R
43004,7.076979,2017,9,28,A:R
43005,6.970104,2017,9,29,A:R
43006,7.055208,2017,9,30,A:R
43007,7.886042,2017,10,1,A:R
43008,7.114583,2017,10,2,A:R
43009,6.898854,2017,10,3,A:R
43010,6.788125,2017,10,4,A:R
43011,6.709375,2017,10,5,A:R
43012,6.716875,2017,10,6,A:R
43013,6.91625,2017,10,7,A:R
43014,7.425729,2017,10,8,A:R
43015,6.823646,2017,10,9,A:R
43016,6.844271,2017,10,10,A:R
43017,8.028021,2017,10,11,A:R
43018,11.566771,2017,10,12,A:R
43019,20.090625,2017,10,13,A:R
43020,12.719792,2017,10,14,A:R
43021,10.536458,2017,10,15,A:R
43022,9.844896,2017,10,16,A:R
43023,9.391667,2017,10,17,A:R
43024,9.946771,2017,10,18,A:R
43025,238.857292,2017,10,19,A:R
43026,74.629167,2017,10,20,A:R
43027,63.272917,2017,10,21,A:R
43028,349.684375,2017,10,22,A:R
43029,45.586458,2017,10,23,A:R
43030,26.332292,2017,10,24,A:R
43031,20.310417,2017,10,25,A:R
43032,17.076042,2017,10,26,A:R
43033,14.757292,2017,10,27,A:R
43034,13.265625,2017,10,28,A:R
43035,12.148958,2017,10,29,A:R
43036,11.291667,2017,10,30,A:R
43037,10.671875,2017,10,31,A:R
43038,10.241146,2017,11,1,A:R
43039,11.870104,2017,11,2,A:R
43040,14.538542,2017,11,3,A:R
43041,11.897917,2017,11,4,A:R
43042,12.308,2017,11,5,A:R
43043,12.159375,2017,11,6,A:R
43044,11.60625,2017,11,7,A:R
43045,11.801042,2017,11,8,A:R
43046,20.104167,2017,11,9,A:R
43047,28.129167,2017,11,10,A:R
43048,27.245833,2017,11,11,A:R
43049,23.630208,2017,11,12,A:R
43050,35.43125,2017,11,13,A:R
43051,31.486458,2017,11,14,A:R
43052,28.59375,2017,11,15,A:R
43053,28.997917,2017,11,16,A:R
43054,25.333333,2017,11,17,A:R
43055,22.31875,2017,11,18,A:R
43056,20.286458,2017,11,19,A:R
43057,68.359375,2017,11,20,A:R
43058,78.307292,2017,11,21,A:R
43059,54.332292,2017,11,22,A:R
43060,114.10625,2017,11,23,A:R
43061,75.776042,2017,11,24,A:R
43062,41.823958,2017,11,25,A:R
43063,38.123958,2017,11,26,A:R
43064,34.448958,2017,11,27,A:R
43065,28.561458,2017,11,28,A:R
43066,25.247917,2017,11,29,A:R
43067,22.851042,2017,11,30,A:R
43068,21.438542,2017,12,1,A:R
43069,20.295833,2017,12,2,A:R
43070,19.589583,2017,12,3,A:R
43071,27.34375,2017,12,4,A:R
43072,16.9875,2017,12,5,A:R
43073,16.070833,2017,12,6,A:R
43074,15.484375,2017,12,7,A:R
43075,14.845833,2017,12,8,A:R
43076,14.5125,2017,12,9,A:R
43077,14.096875,2017,12,10,A:R
43078,13.65,2017,12,11,A:R
43079,13.33125,2017,12,12,A:R
43080,13.090625,2017,12,13,A:R
43081,12.88125,2017,12,14,A:R
43082,12.925,2017,12,15,A:R
43083,12.715625,2017,12,16,A:R
43084,12.334375,2017,12,17,A:R
43085,12.19375,2017,12,18,A:R
43086,14.021875,2017,12,19,A:R
43087,13.73125,2017,12,20,A:R
43088,12.6625,2017,12,21,A:R
43089,12.425,2017,12,22,A:R
43090,12.340625,2017,12,23,A:R
43091,11.964583,2017,12,24,A:R
43092,13.15625,2017,12,25,A:R
43093,12.609375,2017,12,26,A:R
43094,13.278125,2017,12,27,A:R
43095,15.55625,2017,12,28,A:R
43096,37.252083,2017,12,29,A:R
43097,52.411458,2017,12,30,A:R
