;# ---------------------------------- WARNING ----------------------------------------,,,,,
;# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,
;# may not have received Director's approval. Any such data values are qualified,,,,,
;# as provisional and are subject to revision. Provisional data are released on the,,,,,
;# condition that neither the USGS nor the United States Government may be held liable,,,,,
;# for any damages resulting from its use.,,,,,
;#,,,,,
;# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,
;#,,,,,
;# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,
;# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,
;#,,,,,
;# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,
;# retrieved: 2020-10-09 12:32:53 EDT       (nadww02),,,,,
;#,,,,,
;# Data for the following 1 site(s) are contained in this file,,,,,
;#    USGS 14164550 CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR,,,
;# -----------------------------------------------------------------------------------,,,,,
;#,,,,,
;# Data provided for site 14164550,,,,,
;#            TS   parameter     Description,,,,,
;#        210620       00010     Temperature, water, degrees Celsius,,,
;#,,,,,
;# Data-value qualification codes included in this output:,,,,,
;#     A  Approved for publication -- Processing and review completed.,,,,,
;#     P  Provisional data subject to revision.,,,,,
;# ,,,,,
;USGS_14164550_temp_CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR_23773487 ,,,
day_index,Q_cfs,Year,Month,Day,Quality
42925,19.221951,2017,7,11,A
42926,18.547917,2017,7,12,A
42927,18.49375,2017,7,13,A
42928,18.296875,2017,7,14,A
42929,18.647917,2017,7,15,A
42930,18.645833,2017,7,16,A
42931,18.055208,2017,7,17,A
42932,17.985417,2017,7,18,A
42933,18.14375,2017,7,19,A
42934,18.548958,2017,7,20,A
42935,18.421875,2017,7,21,A
42936,18.973958,2017,7,22,A
42937,20.295833,2017,7,23,A
42938,20.653125,2017,7,24,A
42939,20.975,2017,7,25,A
42940,21.114583,2017,7,26,A
42941,20.810417,2017,7,27,A
42942,20.228125,2017,7,28,A
42943,19.748958,2017,7,29,A
42944,19.698958,2017,7,30,A
42945,19.947917,2017,7,31,A
42946,20.251042,2017,8,1,A
42947,20.889583,2017,8,2,A
42948,21.614583,2017,8,3,A
42949,21.780208,2017,8,4,A
42950,21.191667,2017,8,5,A
42951,20.419792,2017,8,6,A
42952,20.790625,2017,8,7,A
42953,21.404167,2017,8,8,A
42954,21.590625,2017,8,9,A
42955,21.854839,2017,8,10,A
42956,21.752083,2017,8,11,A
42957,21.021875,2017,8,12,A
42958,20.095833,2017,8,13,A
42959,18.755208,2017,8,14,A
42960,17.597917,2017,8,15,A
42961,17.578125,2017,8,16,A
42962,18.220833,2017,8,17,A
42963,18.292708,2017,8,18,A
42964,18.822917,2017,8,19,A
42965,18.617708,2017,8,20,A
42966,18.392708,2017,8,21,A
42967,18.598958,2017,8,22,A
42968,18.7875,2017,8,23,A
42969,18.613542,2017,8,24,A
42970,17.440625,2017,8,25,A
42971,17.082292,2017,8,26,A
42972,17.582292,2017,8,27,A
42973,18.307292,2017,8,28,A
42974,18.497917,2017,8,29,A
42975,18.080208,2017,8,30,A
42976,17.845833,2017,8,31,A
42977,18.179167,2017,9,1,A
42978,18.357292,2017,9,2,A
42979,18.458333,2017,9,3,A
42980,18.565625,2017,9,4,A
42981,18.894792,2017,9,5,A
42982,18.730851,2017,9,6,A
42983,19.271875,2017,9,7,A
42984,19.145833,2017,9,8,A
42985,19.316667,2017,9,9,A
42986,19.238542,2017,9,10,A
42987,18.421875,2017,9,11,A
42988,18.15,2017,9,12,A
42989,17.567708,2017,9,13,A
42990,16.544792,2017,9,14,A
42991,15.49375,2017,9,15,A
42992,14.797917,2017,9,16,A
42993,14.410417,2017,9,17,A
42994,14.590625,2017,9,18,A
42995,14.282292,2017,9,19,A
42996,13.7625,2017,9,20,A
42997,12.3875,2017,9,21,A
42998,12.340625,2017,9,22,A
42999,12.604167,2017,9,23,A
43000,12.508333,2017,9,24,A
43001,13.022917,2017,9,25,A
43002,13.60625,2017,9,26,A
43003,14.363542,2017,9,27,A
43004,14.751042,2017,9,28,A
43005,14.959375,2017,9,29,A
43006,14.08125,2017,9,30,A
43007,13.739583,2017,10,1,A
43008,12.792708,2017,10,2,A
43009,11.410417,2017,10,3,A
43010,10.8,2017,10,4,A
43011,10.426042,2017,10,5,A
43012,10.29375,2017,10,6,A
43013,10.985417,2017,10,7,A
43014,11.169792,2017,10,8,A
43015,10.491667,2017,10,9,A
43016,10.119355,2017,10,10,A
43017,9.916667,2017,10,11,A
43018,9.223958,2017,10,12,A
43019,9.388542,2017,10,13,A
43020,9.119792,2017,10,14,A
43021,8.604167,2017,10,15,A
43022,8.711458,2017,10,16,A
43023,9.076042,2017,10,17,A
43024,9.95,2017,10,18,A
43025,10.641667,2017,10,19,A
43026,10.328125,2017,10,20,A
43027,9.907292,2017,10,21,A
43028,11.445745,2017,10,22,A
43029,11.683333,2017,10,23,A
43030,11.23125,2017,10,24,A
43031,11.397917,2017,10,25,A
43032,12.092708,2017,10,26,A
43033,11.945833,2017,10,27,A
43034,11.409375,2017,10,28,A
43035,11.541667,2017,10,29,A
43036,11.484375,2017,10,30,A
43037,9.397917,2017,10,31,A
43038,8.064583,2017,11,1,A
43039,8.622917,2017,11,2,A
43040,9.094792,2017,11,3,A
43041,8.101042,2017,11,4,A
43042,8.165,2017,11,5,A
43043,8.536458,2017,11,6,A
43044,7.61875,2017,11,7,A
43045,7.907292,2017,11,8,A
43046,8.966667,2017,11,9,A
43047,9.667708,2017,11,10,A
43048,10.215625,2017,11,11,A
43049,10.446875,2017,11,12,A
43050,10.429167,2017,11,13,A
43051,9.395833,2017,11,14,A
43052,9.3,2017,11,15,A
43053,9.401042,2017,11,16,A
43054,9.1625,2017,11,17,A
43055,8.45625,2017,11,18,A
43056,7.839583,2017,11,19,A
43057,9.176042,2017,11,20,A
43058,10.246875,2017,11,21,A
43059,11.227083,2017,11,22,A
43060,11.732292,2017,11,23,A
43061,10.364583,2017,11,24,A
43062,9.016667,2017,11,25,A
43063,9.835417,2017,11,26,A
43064,9.486458,2017,11,27,A
43065,8.308333,2017,11,28,A
43066,8.653125,2017,11,29,A
43067,8.222917,2017,11,30,A
43068,8.797917,2017,12,1,A
43069,8.436458,2017,12,2,A
43070,8.316667,2017,12,3,A
43071,7.526042,2017,12,4,A
43072,7.065625,2017,12,5,A
43073,6.540625,2017,12,6,A
43074,6.1125,2017,12,7,A
43075,5.759375,2017,12,8,A
43076,5.559375,2017,12,9,A
43077,5.192708,2017,12,10,A
43078,4.572917,2017,12,11,A
43079,4.270652,2017,12,12,A
43080,4.435417,2017,12,13,A
43081,4.291667,2017,12,14,A
43082,4.197917,2017,12,15,A
43083,5.222917,2017,12,16,A
43084,5.201042,2017,12,17,A
43085,5.438542,2017,12,18,A
43086,6.46875,2017,12,19,A
43087,6.411458,2017,12,20,A
43088,5.846875,2017,12,21,A
